Date,Close,Open,High,Low,Volume,Symbol,Company
2020-08-31 22:44:32.640241,22.545530229977437,22.30262486388002,23.501175958123458,21.95643013970565,333585,COOP,Co-operative Bank
2020-09-01 22:44:32.640241,22.8527578675753,22.95051749226321,23.904225813448413,22.8521456445732,942914,COOP,Co-operative Bank
2020-09-02 22:44:32.640241,22.866730600365464,22.620873104733903,23.661640638246663,22.663064749218698,235169,COOP,Co-operative Bank
2020-09-03 22:44:32.640241,23.09656061227657,22.81960638645026,23.17649611879128,21.966252402374874,316361,COOP,Co-operative Bank
2020-09-04 22:44:32.640241,23.040396311154268,23.418859891051227,23.164847396093762,22.58156101772236,687267,COOP,Co-operative Bank
2020-09-05 22:44:32.640241,22.92666205312846,23.26196660024035,23.467351237910613,22.51703102908741,342531,COOP,Co-operative Bank
2020-09-06 22:44:32.640241,21.842628886745572,21.817068774106893,22.237049847606865,21.173555730371046,510021,COOP,Co-operative Bank
2020-09-07 22:44:32.640241,21.56059448869862,21.875214567962182,22.232987506604548,20.865860660510585,977950,COOP,Co-operative Bank
2020-09-08 22:44:32.640241,21.413320798936756,21.750788770160742,22.318174652978005,21.124847963210787,365576,COOP,Co-operative Bank
2020-09-09 22:44:32.640241,21.855760328855297,21.514319801034194,22.708020544182375,21.75471615205484,184008,COOP,Co-operative Bank
2020-09-10 22:44:32.640241,22.313506849418626,22.696187075241575,23.363736572170023,22.16568553686089,200610,COOP,Co-operative Bank
2020-09-11 22:44:32.640241,23.662045160330656,23.847426514292266,23.843915232934705,23.380582866846414,590006,COOP,Co-operative Bank
2020-09-12 22:44:32.640241,22.64382978592995,23.065465045128175,23.39754842767059,21.692129743357384,307086,COOP,Co-operative Bank
2020-09-13 22:44:32.640241,22.28808002582531,21.8817230327495,23.320429376339682,22.15227002113755,295938,COOP,Co-operative Bank
2020-09-14 22:44:32.640241,21.98654764152055,22.202820167390875,22.809414326084426,21.746264894594006,394919,COOP,Co-operative Bank
2020-09-15 22:44:32.640241,21.494821581470983,21.17435619743612,21.980042242731393,21.209945905647242,507525,COOP,Co-operative Bank
2020-09-16 22:44:32.640241,21.398797893362133,21.234025181062602,21.511900935900474,20.61293124951941,159659,COOP,Co-operative Bank
2020-09-17 22:44:32.640241,21.64052002911501,21.677405182113272,22.31823107715702,21.29767210473655,306239,COOP,Co-operative Bank
2020-09-18 22:44:32.640241,21.223237606731544,21.119419637902954,22.242128220567395,21.192640870762727,755592,COOP,Co-operative Bank
2020-09-19 22:44:32.640241,21.72093853713628,21.579420387963832,22.21666383565557,21.582805260680562,378244,COOP,Co-operative Bank
2020-09-20 22:44:32.640241,22.04740298430573,22.146878758293113,22.342975504358495,22.037707310182522,577782,COOP,Co-operative Bank
2020-09-21 22:44:32.640241,21.92560344048739,21.811927637674188,22.474900186758124,21.697679873921736,240027,COOP,Co-operative Bank
