Date,Close,Open,High,Low,Volume,Symbol,Company
2020-08-31 22:44:32.585496,50.54036559351637,50.99121618340043,52.287283014791285,49.56593725958919,705768,KCB,KCB Group
2020-09-01 22:44:32.585496,52.69376381809726,52.6761485967747,54.60841753485905,51.9444211400262,23732,KCB,KCB Group
2020-09-02 22:44:32.585496,52.25583031543057,52.303191057849574,52.359805571092615,51.364679898408085,679011,KCB,KCB Group
2020-09-03 22:44:32.585496,51.945443912427145,51.776632470611204,52.743687837327855,50.20742874760687,877243,KCB,KCB Group
2020-09-04 22:44:32.585496,52.75699006353589,52.21757081858519,53.81527070227294,51.71281885565865,759272,KCB,KCB Group
2020-09-05 22:44:32.585496,52.60901724703232,52.760079975580894,52.9743086299829,51.259575906179826,538853,KCB,KCB Group
2020-09-06 22:44:32.585496,51.87299707430561,52.64914243176873,52.653839926500886,50.10982341220042,306876,KCB,KCB Group
2020-09-07 22:44:32.585496,52.29084857223023,52.42553195392245,54.17087940778699,51.67313791084441,384082,KCB,KCB Group
2020-09-08 22:44:32.585496,52.48707099085812,53.20857630856713,53.17927759336593,50.860600706728995,222796,KCB,KCB Group
2020-09-09 22:44:32.585496,52.43015167466111,51.684965792073626,53.86116772449791,51.76355557223008,634339,KCB,KCB Group
2020-09-10 22:44:32.585496,51.69506009157809,50.85419002916416,53.55344104256372,49.784727320582846,496929,KCB,KCB Group
2020-09-11 22:44:32.585496,52.506751838958365,52.5711039316132,52.80873760191112,50.1237858544793,489258,KCB,KCB Group
2020-09-12 22:44:32.585496,52.58179918888715,52.13899044854013,52.73673216751122,50.6253228725237,500572,KCB,KCB Group
2020-09-13 22:44:32.585496,52.04610434812846,52.12938304503677,52.12511844522631,51.567058954438934,323798,KCB,KCB Group
2020-09-14 22:44:32.585496,51.99788043360909,51.79003522345091,52.9768179055321,51.55953523037795,948290,KCB,KCB Group
2020-09-15 22:44:32.585496,50.28869530560331,50.27881211459416,52.02630267245857,50.05194851297284,101487,KCB,KCB Group
2020-09-16 22:44:32.585496,50.82076072996357,50.32795370858983,52.76263904837063,50.215542496583154,808244,KCB,KCB Group
2020-09-17 22:44:32.585496,50.39846880583575,49.663134984575294,50.41551098221869,49.346075042675075,610416,KCB,KCB Group
2020-09-18 22:44:32.585496,49.979739052778605,49.05195996157117,50.57162007342014,48.552058251364535,296362,KCB,KCB Group
2020-09-19 22:44:32.585496,50.09279826570548,49.173933803541956,51.303029008064954,48.29334002174926,566768,KCB,KCB Group
2020-09-20 22:44:32.585496,49.74550338012161,50.40172616030206,50.15639851414772,49.42957737860165,649327,KCB,KCB Group
2020-09-21 22:44:32.585496,47.95932153992202,47.085805589287,48.152604116564945,46.612477510726976,665114,KCB,KCB Group
2020-09-22 22:44:32.585496,47.55920092826091,47.9082928328019,48.134771992996576,45.273897237450775,819776,KCB,KCB Group
2020-09-23 22:44:32.585496,48.91397283677251,48.31010153209762,50.90333160986,47.77763602588808,686109,KCB,KCB Group
2020-09-24 22:44:32.585496,47.04387851943486,47.128447773298255,48.44875488831052,45.21836790342031,43141,KCB,KCB Group
2020-09-25 22:44:32.585496,47.77673506960174,46.922678600579204,48.38990976165385,46.86053598240854,895753,KCB,KCB Group
2020-09-26 22:44:32.585496,47.32211556735388,46.97455698042072,47.52014634115754,46.858665404854996,489263,KCB,KCB Group
2020-09-27 22:44:32.585496,46.22994453044817,46.25193748677372,47.62221755741925,44.93501507231003,799544,KCB,KCB Group
2020-09-28 22:44:32.585496,46.217001372161505,46.4581832809776,48.378594753085395,44.886594926463516,887183,KCB,KCB Group
2020-09-29 22:44:32.585496,45.74973892944984,46.61673296077843,46.84209035439924,45.328953612248355,870517,KCB,KCB Group
2020-09-30 22:44:32.585496,45.44607047080021,45.626421872230644,45.944310312289886,43.687839114238045,921647,KCB,KCB Group
2020-10-01 22:44:32.585496,44.575776399571374,45.27457970538171,45.66197973061653,43.49574777216568,288422,KCB,KCB Group
2020-10-02 22:44:32.585496,44.08989581789099,43.67684837838989,45.42666974659436,43.66231076715569,770273,KCB,KCB Group
2020-10-03 22:44:32.585496,43.0935481694676,42.98824228040982,44.7279588879516,41.24833566597448,556870,KCB,KCB Group
2020-10-04 22:44:32.585496,42.74973992587203,43.29625417437608,44.18505939520039,41.492483035756294,219903,KCB,KCB Group
2020-10-05 22:44:32.585496,42.2851614778074,42.996012835515195,43.015342033178584,42.141543745016655,240392,KCB,KCB Group
2020-10-06 22:44:32.585496,44.133377643356646,43.46637876770049,44.372168908849915,43.3176356824302,688284,KCB,KCB Group
