Date,Close,Open,High,Low,Volume,Symbol,Company
2020-08-31 22:44:32.655481,87.9475076619638,87.45918519920535,89.77380738718654,87.69076504728926,649696,NCBA,NCBA Group
2020-09-01 22:44:32.655481,88.41583703241494,87.09222902124769,91.50878835918215,86.64022499853178,385550,NCBA,NCBA Group
2020-09-02 22:44:32.655481,88.1816238353628,88.73082574879847,90.80479790142671,86.10076399126946,886149,NCBA,NCBA Group
2020-09-03 22:44:32.655481,94.63923063173176,95.71131740834284,99.06956336699777,92.6924842435916,489942,NCBA,NCBA Group
2020-09-04 22:44:32.655481,95.94563207251191,97.6570411945464,100.4611976365884,95.2786618493545,734310,NCBA,NCBA Group
2020-09-05 22:44:32.655481,97.91557102810718,97.4658181423077,99.37046814604774,97.31004406790476,413104,NCBA,NCBA Group
2020-09-06 22:44:32.655481,101.60927989151253,100.05235301158434,105.90509446487286,97.15601022800861,161132,NCBA,NCBA Group
2020-09-07 22:44:32.655481,105.02125838782219,105.79820534686453,108.15420645780537,102.30641068955808,896732,NCBA,NCBA Group
2020-09-08 22:44:32.655481,105.49680362356115,103.43867365465672,108.30277114369278,105.32861788501441,288616,NCBA,NCBA Group
2020-09-09 22:44:32.655481,110.64275831501078,109.24266461589559,112.91985805085099,106.14202971860401,727070,NCBA,NCBA Group
2020-09-10 22:44:32.655481,106.03753847810428,107.47783887961482,109.7820113022985,101.50776053124585,450119,NCBA,NCBA Group
2020-09-11 22:44:32.655481,103.01514685668602,104.75377846915835,104.47213279989705,102.68240355384943,661829,NCBA,NCBA Group
2020-09-12 22:44:32.655481,102.30670579546612,101.53834409406736,105.13141611733946,97.35312971303465,909843,NCBA,NCBA Group
2020-09-13 22:44:32.655481,107.32700012943135,108.43170720692389,108.4662891043574,103.8986391853107,940620,NCBA,NCBA Group
2020-09-14 22:44:32.655481,106.8677197649708,105.36018064337486,107.54989973902549,103.2224006822884,411858,NCBA,NCBA Group
2020-09-15 22:44:32.655481,107.16198155923479,107.39068748837961,109.02509995134699,102.68274813806227,607496,NCBA,NCBA Group
2020-09-16 22:44:32.655481,107.73071739578535,107.67188402669295,109.1077580492809,105.75232344668316,239434,NCBA,NCBA Group
